0,LOV,BBO,BHI,VKO,VCS,747,->,LOV,BHI,BBO,VCS,VKO,LOV,1658.66
198,MYU,TSS,BRX,HRT,AMH,767,->,,,,,,,
199,CDW,ATW,MZP,CYX,FLA,767,->,,,,,,,
200,DED,BAZ,LCK,LHV,X01,767,->,,,,,,,
201,FRL,CAP,JZH,DLU,BMQ,767,->,,,,,,,
202,ATC,MHG,SFK,WCH,CGD,767,->,,,,,,,
203,ORV,KBW,BHK,ZCL,MYB,767,->,,,,,,,
204,TAN,LAE,COF,TAC,KLV,767,->,,,,,,,
205,GBB,SEM,AUY,VAI,KLC,767,->,,,,,,,
206,BFO,SCL,GVX,GOZ,QPZ,767,->,,,,,,,
207,POT,KEV,TBB,HUW,CAT,777,->,,,,,,,
208,YYY,STA,XYJ,JAC,DWD,A319,->,,,,,,,
209,BXU,NQX,JWA,BHK,ZMA,A319,->,,,,,,,
210,SHH,UAH,TJH,AGE,JEJ,A319,->,,,,,,,
211,OBU,LYR,MGS,SBP,YMJ,A319,->,,,,,,,
212,WVN,LHA,RPR,CMR,GAN,A319,->,,,,,,,
213,YDB,MJN,TKC,VCE,UMR,A319,->,,,,,,,
214,VNE,HAN,CAY,GYA,DMM,A319,->,,,,,,,
215,AGI,BYH,GKN,SLF,FRW,A319,->,,,,,,,
216,AFW,MEE,SWF,LLW,EWD,A319,->,,,,,,,
217,MRA,EBO,VCL,EVG,TAO,A319,->,,,,,,,
218,BOJ,YCR,KNF,YCG,ZSY,A319,->,,,,,,,
219,KKX,QHR,IXW,RIU,PSH,A319,->,,,,,,,
220,KKE,BXE,UKS,TNE,WLF,A319,->,,,,,,,
221,ADK,MQS,ACX,GMR,CBV,A319,->,,,,,,,
222,CSX,QXG,LVK,GOY,CJL,A319,->,,,,,,,
223,ZKE,SDY,HGR,BUN,HDB,A319,->,,,,,,,
224,QRO,NVP,TOH,CFD,KIA,A319,->,,,,,,,
225,ELY,ARV,DWS,ODH,ANQ,A319,->,,,,,,,
226,HRB,OWD,YBE,SSA,TWU,A319,->,,,,,,,
227,ABA,HTF,BOB,ELU,MGW,A319,->,,,,,,,
228,BNJ,BMM,YAX,PTG,JVA,A319,->,,,,,,,
229,SGO,RYO,ESB,OUD,0S9,A319,->,,,,,,,
230,PEG,FKQ,TPC,USM,JPA,A320,->,,,,,,,
231,SLQ,PBH,PNZ,WKA,YGB,A320,->,,,,,,,
232,MNY,SST,BRU,THF,CMI,A320,->,,,,,,,
233,EBL,AZD,GLQ,AQB,EJT,A320,->,,,,,,,
234,OVB,TIH,LHX,BCE,GMA,A320,->,,,,,,,
235,LTK,MOV,JKH,BMQ,PHD,A320,->,,,,,,,
236,ALX,LCA,PNY,AUX,MEC,A320,->,,,,,,,
237,KWL,VHM,ASO,HUS,NRA,A320,->,,,,,,,
238,SCZ,BYU,EWB,AGE,BRT,A320,->,,,,,,,
239,KRB,PZO,FOD,UTC,YLH,A320,->,,,,,,,
240,DGA,CER,SFF,VHY,PSJ,A320,->,,,,,,,
241,BTT,LPS,RIW,BRD,KAB,A320,->,,,,,,,
242,POR,TKT,TXN,REP,CTJ,A321,->,,,,,,,
243,MTT,MZK,DXR,HVB,YYR,A321,->,,,,,,,
244,SNR,EAR,HZK,CGD,HRN,A321,->,,,,,,,
245,WWT,BXU,EIS,SCY,KDI,A321,->,,,,,,,
246,YPA,TEF,MLH,OZZ,JUB,A321,->,,,,,,,
247,TEU,UTK,OAJ,PMB,URS,A321,->,,,,,,,
248,VRN,MDK,WEI,CEQ,JIK,A330,->,,,,,,,
249,INK,AMI,AKV,YBW,AUO,A330,->,,,,,,,
250,DGA,ALH,RYY,VSG,TIZ,A330,->,,,,,,,
251,ZAM,DRB,JHS,BAQ,EIN,A330,->,,,,,,,
252,DAB,XSP,WNP,ARE,MBH,A330,->,,,,,,,
253,JBR,CPR,ZWA,UES,TLU,A330,->,,,,,,,
254,TAP,O03,TAG,POF,RDM,A330,->,,,,,,,
255,MLE,AAO,NYU,BMO,UAQ,A400M,->,,,,,,,
256,YLT,YDA,LAC,LVR,YEE,A400M,->,,,,,,,
257,KRZ,SJT,JSA,GES,STS,A400M,->,,,,,,,
258,ZSE,ORT,SKS,CUC,BLL,A400M,->,,,,,,,
259,DIL,SWX,TCY,QPA,PNH,A400M,->,,,,,,,
260,OYG,JEE,MYQ,YTG,TOH,A400M,->,,,,,,,
261,LWC,TKP,CTH,MAJ,TMW,A400M,->,,,,,,,
262,BFH,BQS,CDB,KVB,MYD,A400M,->,,,,,,,
263,VDC,MED,EGC,NOA,PIA,A400M,->,,,,,,,
264,TGG,AOT,EGR,NOR,RNA,A400M,->,,,,,,,
265,PPQ,PMQ,BES,UKY,UEL,A400M,->,,,,,,,
266,KAW,HDD,EVE,CUM,MME,A400M,->,,,,,,,
267,YZG,DNA,SNP,OMF,CDI,A400M,->,,,,,,,
268,YLL,YFB,CIF,YGH,ZAC,A400M,->,,,,,,,
269,TEK,AVV,YZV,BDA,KLO,A400M,->,,,,,,,
270,TSB,ANR,RBA,NGB,GLT,A400M,->,,,,,,,
271,MMU,RZR,NOV,DTI,ONH,A400M,->,,,,,,,
272,MTT,GOA,PIN,SDF,ARM,A400M,->,,,,,,,
273,CVI,RIY,TMR,SPC,ATK,A400M,->,,,,,,,
274,KRK,MUC,ILI,KRO,SRH,A400M,->,,,,,,,
275,SNW,UBA,EYW,SAQ,FTK,A400M,->,,,,,,,
276,KTS,XFW,TTR,WVK,DNZ,A400M,->,,,,,,,
277,DAC,LDY,OWB,EAT,TUP,A400M,->,,,,,,,
278,NYI,KBV,BJX,TAP,YLH,A400M,->,,,,,,,
279,GJT,TMN,ENV,YTO,HOV,A400M,->,,,,,,,
280,JDF,KPB,GWY,NUR,OUE,A400M,->,,,,,,,
281,YBV,WNH,AHU,SCV,GOA,A400M,->,,,,,,,
282,AKJ,MHV,BDQ,PGA,FRC,A400M,->,,,,,,,
283,LTK,TNF,YBY,LRL,AZI,A400M,->,,,,,,,
284,VAA,PSA,YQK,SBO,YEM,A400M,->,,,,,,,
285,CCU,BFF,DGE,UVA,GET,A400M,->,,,,,,,
286,X01,SEN,ASU,ZGG,YVV,A400M,->,,,,,,,
287,HTA,PAO,VNO,BIV,SRZ,A400M,->,,,,,,,
288,YKZ,TIJ,CUM,SYU,AEH,A400M,->,,,,,,,
289,MDS,KGI,NNL,NST,NOA,A400M,->,,,,,,,
290,MDK,VVZ,FOM,MCL,CFB,BA10,->,,,,,,,
291,MOD,PBH,PYE,OMN,FRI,BA10,->,,,,,,,
292,TNA,CZE,PAV,F57,YMA,BA10,->,,,,,,,
293,DLY,LUH,BBT,MLW,TOW,BA10,->,,,,,,,
294,TSS,FLO,AKP,KLG,ASJ,BA10,->,,,,,,,
295,SCZ,BHE,TLG,CTH,ORY,BA10,->,,,,,,,
296,JTC,JEF,ELT,TOW,OBY,BA10,->,,,,,,,
297,YHI,PML,PHF,CTH,NBO,BA10,->,,,,,,,
298,GPS,ONG,BPC,LAC,FME,BA10,->,,,,,,,
299,BRA,MNB,LEJ,RDG,NTD,BA10,->,,,,,,,
300,ENF,PWT,UES,RRK,GOY,BA10,->,,,,,,,
301,SUI,ELF,KWT,EME,JAF,BA10,->,,,,,,,
302,LPQ,BIY,YVP,EDW,OUI,BA10,->,,,,,,,
303,DUJ,FAT,NTG,REA,AYP,BA10,->,,,,,,,
304,YXS,GVR,LVO,QLT,KTI,BA10,->,,,,,,,
305,CGD,GYS,LAA,PAQ,17G,BA10,->,,,,,,,
306,TSB,RES,PXO,WTA,ASF,BA10,->,,,,,,,
307,BUD,AAO,CFR,YXP,HAN,BA10,->,,,,,,,
308,TAF,MZL,ZJN,MGC,C02,BA10,->,,,,,,,
309,MCF,CRQ,GYU,KBC,PPW,BA10,->,,,,,,,
310,SWT,BPT,WIH,DAR,KUS,BA10,->,,,,,,,
311,EVN,RND,CJU,BEL,ZAH,BA10,->,,,,,,,
312,GTI,NBX,ALA,BPU,YTR,BA10,->,,,,,,,
313,LGW,OPO,ULV,KDL,OSH,BA10,->,,,,,,,
314,NCY,AGR,MJT,FKL,YGJ,BAE146,->,,,,,,,
315,SHG,LAF,19A,YSJ,TYS,BAE146,->,,,,,,,
316,GRV,SIU,CDN,MYG,OZZ,BAE146,->,,,,,,,
317,WRZ,AJI,QCJ,KSQ,WOT,BAE146,->,,,,,,,
318,KGX,TBJ,BOC,OPS,KSU,BAE146,->,,,,,,,
319,BNN,BSC,BSO,CMJ,PDV,BAE146,->,,,,,,,
320,YES,MKY,MUI,YRM,ALM,BAE146,->,,,,,,,
321,STU,TOD,MBD,IST,BAM,BAE146,->,,,,,,,
322,OZP,TTD,RGK,SLZ,MFK,BAE146,->,,,,,,,
323,GUS,NNM,WAT,MJE,BIA,BAE146,->,,,,,,,
324,AXK,OTD,FLG,GBK,LRH,BAE146,->,,,,,,,
325,MOU,LGU,DHM,GIF,GOJ,BB1,->,,,,,,,
326,MLI,BXH,DYR,KEL,PLL,BB1,->,,,,,,,
327,BOS,XKS,ACH,AQI,NAA,BB1,->,,,,,,,
328,GVL,BJP,BRK,PUQ,HUW,BB1,->,,,,,,,
329,STS,CSK,YDT,LGP,HTY,BB1,->,,,,,,,
330,UKU,LGL,AOE,Y51,MEX,BB1,->,,,,,,,
331,TYA,MBA,OEM,PKW,MSR,BB1,->,,,,,,,
332,NHD,INS,KMV,TVY,TLV,BB1,->,,,,,,,
333,MOO,SPW,HOI,MJZ,IZG,BB1,->,,,,,,,
334,BBK,PSV,SIA,UGC,SSA,BB1,->,,,,,,,
335,LCG,XYE,KHN,YGZ,GBB,BB1,->,,,,,,,
336,NLO,GDZ,YMY,EAE,IST,BB1,->,,,,,,,
337,OSU,MNU,CNY,FNA,GMR,BB1,->,,,,,,,
338,KEN,GAS,LIP,HZK,TTT,BB1,->,,,,,,,
339,WOT,BFV,COC,BOJ,LEJ,BB1,->,,,,,,,
340,KSD,VSA,SFH,2H0,ARA,BB1,->,,,,,,,
341,FNU,YYD,MMI,INS,JTY,BB1,->,,,,,,,
342,AES,BDM,AQG,FIE,QXG,BB1,->,,,,,,,
343,LRE,ALX,ASA,HEX,YUL,BB1,->,,,,,,,
344,SAL,YIF,SBH,17G,NCL,BB1,->,,,,,,,
345,NHK,DAB,YQQ,ODY,ZRZ,BB1,->,,,,,,,
346,CCF,FRW,CDU,GWY,BBQ,BB1,->,,,,,,,
347,GCW,NKT,KKH,AJY,OOM,BB1,->,,,,,,,
348,RFD,RPR,AHU,DUT,FBR,BB1,->,,,,,,,
349,NYK,NVP,MTC,SXQ,LIS,BB1,->,,,,,,,
350,BGX,PUM,BUH,GSS,LND,BB1,->,,,,,,,
351,BDM,ZWA,PEZ,ANR,RGS,C212,->,,,,,,,
352,HOD,MGS,FMI,ZAD,HUY,C212,->,,,,,,,
353,HEM,RYY,CXP,PVR,NTU,C212,->,,,,,,,
354,MNF,VNX,MID,FLL,VBV,C212,->,,,,,,,
355,FSD,RDD,LBW,KLC,MLB,C212,->,,,,,,,
356,NZH,ANP,VCL,MGB,MRI,C212,->,,,,,,,
357,XWW,WVK,OXC,EKN,RGO,C212,->,,,,,,,
358,PSU,ILZ,KWL,BEC,CHA,C212,->,,,,,,,
359,SOD,CAU,SPN,JCK,KSD,C212,->,,,,,,,
360,SOZ,PDT,ATW,AFY,CRC,C212,->,,,,,,,
361,XRY,ZKB,HRN,FBG,MVP,C212,->,,,,,,,
362,KEL,YQR,JWA,CJB,VLV,C212,->,,,,,,,
363,GPZ,HOG,BGG,CEN,YVV,C212,->,,,,,,,
364,QYD,NGP,ALU,OMB,DHT,C212,->,,,,,,,
365,RIC,DSD,SDZ,LBS,PVP,C212,->,,,,,,,
366,MWQ,YXZ,JAL,GRI,GIU,C212,->,,,,,,,
367,HXD,CER,U76,RGT,BGG,C212,->,,,,,,,
368,KAJ,RDC,IJD,DLZ,BKS,C212,->,,,,,,,
369,CXJ,N69,EDM,EKN,ASV,C212,->,,,,,,,
370,DLH,CJB,RWN,NMA,UUK,C212,->,,,,,,,
371,TZX,CFO,RHE,E91,KSU,C212,->,,,,,,,
372,TMI,LHA,ERV,SBK,MAN,C212,->,,,,,,,
373,RVE,OKB,WAW,X07,BGO,C212,->,,,,,,,
374,WNR,JLD,SFG,KKW,PCB,C212,->,,,,,,,
375,NLT,BXB,MDL,WEI,GER,C212,->,,,,,,,
376,GSS,YHZ,SSB,KTP,OIT,C212,->,,,,,,,
377,ERC,RNI,ADH,AUR,ORN,C212,->,,,,,,,
378,MFQ,YLL,EGX,ZDY,DNH,C212,->,,,,,,,
379,SJE,HER,GPT,TKE,KSL,C212,->,,,,,,,
380,OMC,IGQ,PIE,COK,YQI,C212,->,,,,,,,
381,BOD,LYT,MIK,SRE,KDU,C212,->,,,,,,,
382,AWK,PJM,YYN,EPM,KGS,DC8,->,,,,,,,
383,TOL,KHT,KZB,BAV,MVY,DC8,->,,,,,,,
384,CDU,BKW,TRO,YEV,VST,DC8,->,,,,,,,
385,KOT,CAJ,MZB,OPS,YPH,DC8,->,,,,,,,
386,BWU,IXW,BDU,OES,VSG,DC8,->,,,,,,,
387,KLO,SKT,YSP,NYU,EBB,DC8,->,,,,,,,
388,1G4,SIG,CAH,OBX,SFM,DC8,->,,,,,,,
389,MES,DIN,LKG,ZJI,BDB,DC8,->,,,,,,,
390,LTA,DLZ,YZZ,PIH,KGJ,DC8,->,,,,,,,
391,ESK,OLM,SAF,LEJ,JOL,DC8,->,,,,,,,
392,UKU,NKM,MYQ,PZU,ABN,DC8,->,,,,,,,
393,CNM,LDY,TOL,IPA,PNS,DC8,->,,,,,,,
394,TAG,UIO,ISO,FOR,TPI,DC8,->,,,,,,,
395,BWT,LCE,NQN,BYM,PEW,DC8,->,,,,,,,
396,YFC,LFK,YXL,MTL,LYT,DC8,->,,,,,,,
397,VDB,FNI,GRW,JPA,LDU,DC8,->,,,,,,,
398,ENV,NLK,ASH,ALU,BPT,DC8,->,,,,,,,
399,SDJ,LEX,HDG,RUH,ZWI,DC8,->,,,,,,,
400,AQA,ROW,YBB,BEI,OXD,DC8,->,,,,,,,
401,JDR,TSV,SPP,MLD,UAB,DC8,->,,,,,,,
402,RIN,LXG,VSG,MJD,KAD,DC8,->,,,,,,,
403,ARU,GPZ,YTE,OIT,AYK,DC8,->,,,,,,,
404,TEK,BIX,JTC,ZPH,DPS,DC8,->,,,,,,,
405,KBU,RIF,BTO,YQQ,PFB,DC8,->,,,,,,,
406,SEE,GZP,TLE,ISA,PTZ,DC8,->,,,,,,,
407,LPI,PWQ,24C,NCE,BJX,DC8,->,,,,,,,
408,DHG,YYG,RAS,DMM,AUH,F50,->,,,,,,,
409,NF4,KIT,KRY,CEQ,LNV,F50,->,,,,,,,
410,MYI,AKN,HRE,WCH,KMQ,F50,->,,,,,,,
411,PLW,EIA,YSP,CHC,LWR,F50,->,,,,,,,
412,CPX,ROA,TZX,KLL,SMI,F50,->,,,,,,,
413,RGO,ALO,ESE,BHM,HPB,F50,->,,,,,,,
414,LTD,AHE,PFQ,UNT,CTB,F50,->,,,,,,,
415,RLK,CIK,BAZ,HVB,GBZ,F50,->,,,,,,,
416,IMF,SCQ,MNK,HOR,MSN,F50,->,,,,,,,
417,AGB,JOS,ANV,PID,MJD,F50,->,,,,,,,
418,SIM,MLX,IOA,BOH,BHI,F50,->,,,,,,,
419,BKL,MIJ,YQN,SLY,TIY,F50,->,,,,,,,
420,KZS,TEX,MFN,HLZ,BOX,F50,->,,,,,,,
421,PTY,NNB,JGC,PNH,MUH,F50,->,,,,,,,
422,LTQ,KZR,CGB,N53,RLG,F50,->,,,,,,,
423,KBW,UBJ,TSH,SNR,RVE,F50,->,,,,,,,
424,BHZ,MJE,YKM,PTJ,LRF,F50,->,,,,,,,
425,WTS,HIO,OHH,AHN,NKT,F50,->,,,,,,,
426,AJL,UIO,HET,DHI,CYC,F50,->,,,,,,,
427,BHU,JCH,TRD,ANN,LID,F50,->,,,,,,,
428,GYY,TAO,ZRT,ROC,NJC,F50,->,,,,,,,
429,ENE,YIC,SUB,TED,QSC,F50,->,,,,,,,
430,OGG,BKM,BLK,HZL,YXN,F50,->,,,,,,,
431,CRK,36U,BDT,CZN,ERI,F50,->,,,,,,,
432,IQN,PZY,GRI,JAC,MEK,SAH,->,,,,,,,
433,AAO,FOM,PPL,IRU,Z84,SAH,->,,,,,,,
434,LAK,BGF,KHG,LEL,FTI,SAH,->,,,,,,,
435,SOC,HOK,NF4,PIS,SVB,SAH,->,,,,,,,
436,AIE,ADJ,UNA,BEC,SMX,SAH,->,,,,,,,
437,WLH,ZRT,KSI,PNH,KWL,SAH,->,,,,,,,
438,HNA,IXC,OXC,KOY,CNY,SAH,->,,,,,,,
439,SJD,KWE,GOY,GAI,E25,SAH,->,,,,,,,
440,OPS,JGO,XEG,ZCN,RIU,SAH,->,,,,,,,
441,LDN,PDG,OUL,SYR,CDW,SAH,->,,,,,,,
442,KNF,CND,SKP,PEA,REI,SAH,->,,,,,,,
443,PTY,UGA,LBU,AKA,QQW,SAH,->,,,,,,,
444,ULB,CCZ,NHK,SIA,KYP,SAH,->,,,,,,,
445,BIQ,0G6,FOD,JSM,LMT,SAH,->,,,,,,,
446,DNR,CIU,KRS,TGD,1CS,SAH,->,,,,,,,
447,HLT,SQO,LBA,SKH,SGV,SAH,->,,,,,,,
448,LHR,TVC,RDC,IGU,KNX,SAH,->,,,,,,,
449,FKB,ERF,PEM,CUF,HLJ,SAH,->,,,,,,,
450,OFU,LWN,LPU,YKY,AGR,SAH,->,,,,,,,
451,YAP,OCF,OMM,AGP,EGO,SAH,->,,,,,,,
452,MGT,BYN,BZO,PGK,ZCO,SIS99,->,,,,,,,
453,YUT,GYI,VAA,GMI,GMP,SIS99,->,,,,,,,
454,ODY,KIS,MCF,TIQ,W13,SIS99,->,,,,,,,
455,XZL,GWW,ADE,WFI,PAX,SIS99,->,,,,,,,
456,ORS,CRP,SOW,ANF,EYW,SIS99,->,,,,,,,
457,PHA,ZWS,YER,AOJ,ICY,SIS99,->,,,,,,,
458,IOM,TNA,ZSY,E55,VDR,SIS99,->,,,,,,,
459,GAS,MTM,KUH,KHT,TLD,SIS99,->,,,,,,,
460,BDU,PSS,HVR,CHU,ROW,SIS99,->,,,,,,,
461,QXR,RCA,YXZ,KRR,SFO,SIS99,->,,,,,,,
462,ANE,BSB,YBE,KTA,MGF,SIS99,->,,,,,,,
463,TLE,HOB,CEZ,O27,AZO,SIS99,->,,,,,,,
464,NJF,DUC,RGT,AIC,RYB,SIS99,->,,,,,,,
465,LMY,SMZ,BOY,PDO,RCB,SIS99,->,,,,,,,
466,GMA,MMY,NDZ,SXR,LHX,SIS99,->,,,,,,,
467,P52,LES,SMD,DIW,UDJ,SIS99,->,,,,,,,
468,YIW,CHE,GRU,NSN,SDR,SIS99,->,,,,,,,
469,GGG,MVS,BFM,PWE,SSI,SIS99,->,,,,,,,
470,PNA,NBX,SLJ,OEB,XEV,SIS99,->,,,,,,,
471,N69,QPJ,NUX,TGZ,DGA,SIS99,->,,,,,,,
472,THO,EIA,YDP,LPT,KOZ,V22,->,,,,,,,
473,COD,NDR,TOU,YYT,EHL,V22,->,,,,,,,
474,KZI,HUL,FAF,LID,NGB,V22,->,,,,,,,
475,KGX,DBV,SSB,BTI,XZK,V22,->,,,,,,,
476,CUE,ISB,MRO,PBG,JUB,V22,->,,,,,,,
477,CBV,MBJ,TST,AGV,VNX,V22,->,,,,,,,
478,OZZ,ROB,INK,CLO,AAJ,V22,->,,,,,,,
479,CNI,AHO,XFL,RVK,YQV,V22,->,,,,,,,
480,ADA,BJV,IXG,AAT,EMA,V22,->,,,,,,,
481,LSH,OSC,GTU,HMJ,SLU,V22,->,,,,,,,
482,FAA,JAN,MIM,MQF,SKE,V22,->,,,,,,,
483,XMH,MKL,IIL,XDS,OUE,V22,->,,,,,,,
484,UGA,BNU,EXI,AAK,LER,V22,->,,,,,,,
485,BPS,MHP,SLL,SOY,QQS,V22,->,,,,,,,
486,MAQ,AAU,PAS,NYA,KIS,V22,->,,,,,,,
487,CSA,URE,FJR,GNZ,ENH,V22,->,,,,,,,
488,RGL,C16,NVK,PIH,XDS,V22,->,,,,,,,
489,DAQ,EWN,LGO,JDO,JYL,V22,->,,,,,,,
490,KKR,IBR,PIA,MEK,DBQ,V22,->,,,,,,,
491,BOD,TVS,BTE,WMX,GGS,V22,->,,,,,,,
492,YGO,TDG,DOH,JDF,LKG,V22,->,,,,,,,
493,PZY,BUF,HOI,TBJ,LAC,V22,->,,,,,,,
494,SON,YAO,URY,YPY,SEN,V22,->,,,,,,,
495,NIO,ZRJ,CCJ,STO,WHF,V22,->,,,,,,,
496,PNQ,DEL,LIF,BFF,WAR,V22,->,,,,,,,
497,TBT,STB,VYS,CRM,KJI,V22,->,,,,,,,
498,MHH,FMM,TGT,DHN,PTJ,V22,->,,,,,,,
499,TOW,MRV,MGN,YFS,BOB,V22,->,,,,,,,
